,Indicator,Group,Subgroup,Time Period Start Date,Value,Risk
306,Symptoms of Anxiety Disorder,By State,Delaware,05/07/2020,24.9,Mild
307,Symptoms of Anxiety Disorder,By State,District of Columbia,05/07/2020,36.2,High
308,Symptoms of Anxiety Disorder,By State,Florida,05/07/2020,27.6,Mild
309,Symptoms of Anxiety Disorder,By State,Georgia,05/07/2020,29.5,Mild
310,Symptoms of Anxiety Disorder,By State,Hawaii,05/07/2020,20.4,Mild
311,Symptoms of Anxiety Disorder,By State,Idaho,05/07/2020,25.0,Mild
312,Symptoms of Anxiety Disorder,By State,Illinois,05/07/2020,35.7,High
313,Symptoms of Anxiety Disorder,By State,Indiana,05/07/2020,31.5,Moderate
314,Symptoms of Anxiety Disorder,By State,Iowa,05/07/2020,20.3,Mild
315,Symptoms of Anxiety Disorder,By State,Kansas,05/07/2020,25.1,Mild
316,Symptoms of Anxiety Disorder,By State,Kentucky,05/07/2020,29.6,Mild
317,Symptoms of Anxiety Disorder,By State,Louisiana,05/07/2020,34.6,Moderate
318,Symptoms of Anxiety Disorder,By State,Maine,05/07/2020,28.9,Mild
319,Symptoms of Anxiety Disorder,By State,Maryland,05/07/2020,30.1,Moderate
320,Symptoms of Anxiety Disorder,By State,Massachusetts,05/07/2020,28.7,Mild
321,Symptoms of Anxiety Disorder,By State,Michigan,05/07/2020,27.0,Mild
322,Symptoms of Anxiety Disorder,By State,Minnesota,05/07/2020,22.9,Mild
323,Symptoms of Anxiety Disorder,By State,Mississippi,05/07/2020,38.3,High
324,Symptoms of Anxiety Disorder,By State,Missouri,05/07/2020,37.8,High
325,Symptoms of Anxiety Disorder,By State,Montana,05/07/2020,24.9,Mild
326,Symptoms of Anxiety Disorder,By State,Nebraska,05/07/2020,29.6,Mild
327,Symptoms of Anxiety Disorder,By State,Nevada,05/07/2020,34.0,Moderate
328,Symptoms of Anxiety Disorder,By State,New Hampshire,05/07/2020,30.4,Moderate
329,Symptoms of Anxiety Disorder,By State,New Jersey,05/07/2020,36.3,High
330,Symptoms of Anxiety Disorder,By State,New Mexico,05/07/2020,30.2,Moderate
331,Symptoms of Anxiety Disorder,By State,New York,05/07/2020,33.0,Moderate
332,Symptoms of Anxiety Disorder,By State,North Carolina,05/07/2020,25.9,Mild
333,Symptoms of Anxiety Disorder,By State,North Dakota,05/07/2020,25.4,Mild
334,Symptoms of Anxiety Disorder,By State,Ohio,05/07/2020,26.4,Mild
335,Symptoms of Anxiety Disorder,By State,Oklahoma,05/07/2020,27.2,Mild
336,Symptoms of Anxiety Disorder,By State,Oregon,05/07/2020,26.2,Mild
337,Symptoms of Anxiety Disorder,By State,Pennsylvania,05/07/2020,28.4,Mild
338,Symptoms of Anxiety Disorder,By State,Rhode Island,05/07/2020,26.9,Mild
339,Symptoms of Anxiety Disorder,By State,South Carolina,05/07/2020,27.9,Mild
340,Symptoms of Anxiety Disorder,By State,South Dakota,05/07/2020,26.1,Mild
341,Symptoms of Anxiety Disorder,By State,Tennessee,05/07/2020,29.6,Mild
342,Symptoms of Anxiety Disorder,By State,Texas,05/07/2020,32.4,Moderate
343,Symptoms of Anxiety Disorder,By State,Utah,05/07/2020,26.0,Mild
344,Symptoms of Anxiety Disorder,By State,Vermont,05/07/2020,31.8,Moderate
345,Symptoms of Anxiety Disorder,By State,Virginia,05/07/2020,26.8,Mild
346,Symptoms of Anxiety Disorder,By State,Washington,05/07/2020,28.5,Mild
347,Symptoms of Anxiety Disorder,By State,West Virginia,05/07/2020,34.6,Moderate
348,Symptoms of Anxiety Disorder,By State,Wisconsin,05/07/2020,25.6,Mild
349,Symptoms of Anxiety Disorder,By State,Wyoming,05/07/2020,22.5,Mild
350,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,05/07/2020,34.4,Moderate
351,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,05/07/2020,47.4,Extreme
352,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,05/07/2020,39.3,High
353,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,05/07/2020,36.9,High
354,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,05/07/2020,35.5,High
355,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,05/07/2020,25.5,Mild
356,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,05/07/2020,19.8,Mild
357,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,05/07/2020,13.9,Mild
358,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,05/07/2020,31.4,Moderate
359,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,05/07/2020,37.2,High
360,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,05/07/2020,40.3,Extreme
361,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",05/07/2020,32.0,Moderate
362,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",05/07/2020,38.8,High
363,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",05/07/2020,29.9,Mild
364,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",05/07/2020,45.9,Extreme
365,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,05/07/2020,42.5,Extreme
366,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,05/07/2020,37.8,High
367,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,05/07/2020,36.2,High
368,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,05/07/2020,27.5,Mild
369,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,05/07/2020,30.6,Moderate
370,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,05/07/2020,35.7,High
371,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,05/07/2020,38.4,High
372,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,05/07/2020,33.0,Moderate
373,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,05/07/2020,34.4,Moderate
374,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,05/07/2020,32.2,Moderate
375,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,05/07/2020,36.0,High
376,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,05/07/2020,31.6,Moderate
377,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,05/07/2020,40.6,Extreme
378,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,05/07/2020,33.6,Moderate
379,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,05/07/2020,34.3,Moderate
380,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,05/07/2020,27.1,Mild
381,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,05/07/2020,29.2,Mild
382,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,05/07/2020,41.8,Extreme
383,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,05/07/2020,34.9,Moderate
384,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,05/07/2020,26.1,Mild
385,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,05/07/2020,28.0,Mild
386,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,05/07/2020,37.7,High
387,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,05/07/2020,42.8,Extreme
388,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,05/07/2020,32.9,Moderate
389,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,05/07/2020,34.6,Moderate
390,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,05/07/2020,31.0,Moderate
391,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,05/07/2020,33.4,Moderate
392,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,05/07/2020,27.2,Mild
393,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,05/07/2020,48.4,Extreme
394,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,05/07/2020,41.3,Extreme
395,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,05/07/2020,27.6,Mild
396,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,05/07/2020,33.4,Moderate
397,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,05/07/2020,38.1,High
398,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,05/07/2020,35.0,Moderate
399,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,05/07/2020,39.6,High
400,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,05/07/2020,39.8,High
401,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,05/07/2020,36.9,High
402,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,05/07/2020,28.1,Mild
403,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,05/07/2020,28.6,Mild
404,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,05/07/2020,32.8,Moderate
405,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,05/07/2020,31.0,Moderate
406,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,05/07/2020,29.9,Mild
407,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,05/07/2020,32.0,Moderate
408,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,05/07/2020,33.8,Moderate
409,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,05/07/2020,33.1,Moderate
410,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,05/07/2020,29.8,Mild
411,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,05/07/2020,34.7,Moderate
412,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,05/07/2020,35.9,High
413,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,05/07/2020,30.4,Moderate
414,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,05/07/2020,35.7,High
415,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,05/07/2020,30.6,Moderate
416,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,05/07/2020,35.0,Moderate
417,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,05/07/2020,39.0,High
418,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,05/07/2020,29.7,Mild
419,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,05/07/2020,27.9,Mild
420,Symptoms of Depressive Disorder,National Estimate,United States,05/14/2020,24.4,Mild
421,Symptoms of Depressive Disorder,By Age,18 - 29 years,05/14/2020,36.7,High
422,Symptoms of Depressive Disorder,By Age,30 - 39 years,05/14/2020,26.7,Mild
423,Symptoms of Depressive Disorder,By Age,40 - 49 years,05/14/2020,25.0,Mild
424,Symptoms of Depressive Disorder,By Age,50 - 59 years,05/14/2020,24.6,Mild
425,Symptoms of Depressive Disorder,By Age,60 - 69 years,05/14/2020,18.0,Mild
426,Symptoms of Depressive Disorder,By Age,70 - 79 years,05/14/2020,12.3,Mild
427,Symptoms of Depressive Disorder,By Age,80 years and above,05/14/2020,14.4,Mild
428,Symptoms of Depressive Disorder,By Sex,Male,05/14/2020,22.1,Mild
429,Symptoms of Depressive Disorder,By Sex,Female,05/14/2020,26.7,Mild
430,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,05/14/2020,28.9,Mild
431,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",05/14/2020,22.7,Mild
432,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",05/14/2020,28.5,Mild
433,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",05/14/2020,20.9,Mild
434,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",05/14/2020,27.1,Mild
435,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,05/14/2020,31.3,Moderate
436,Symptoms of Depressive Disorder,By Education,High school diploma or GED,05/14/2020,27.8,Mild
437,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,05/14/2020,26.8,Mild
438,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,05/14/2020,17.3,Mild
439,Symptoms of Depressive Disorder,By State,Alabama,05/14/2020,19.6,Mild
440,Symptoms of Depressive Disorder,By State,Alaska,05/14/2020,23.6,Mild
441,Symptoms of Depressive Disorder,By State,Arizona,05/14/2020,20.0,Mild
442,Symptoms of Depressive Disorder,By State,Arkansas,05/14/2020,28.9,Mild
443,Symptoms of Depressive Disorder,By State,California,05/14/2020,28.7,Mild
444,Symptoms of Depressive Disorder,By State,Colorado,05/14/2020,23.7,Mild
445,Symptoms of Depressive Disorder,By State,Connecticut,05/14/2020,20.2,Mild
446,Symptoms of Depressive Disorder,By State,Delaware,05/14/2020,21.8,Mild
447,Symptoms of Depressive Disorder,By State,District of Columbia,05/14/2020,25.9,Mild
448,Symptoms of Depressive Disorder,By State,Florida,05/14/2020,24.3,Mild
449,Symptoms of Depressive Disorder,By State,Georgia,05/14/2020,24.8,Mild
450,Symptoms of Depressive Disorder,By State,Hawaii,05/14/2020,21.3,Mild
451,Symptoms of Depressive Disorder,By State,Idaho,05/14/2020,18.1,Mild
452,Symptoms of Depressive Disorder,By State,Illinois,05/14/2020,24.3,Mild
453,Symptoms of Depressive Disorder,By State,Indiana,05/14/2020,24.5,Mild
454,Symptoms of Depressive Disorder,By State,Iowa,05/14/2020,18.6,Mild
455,Symptoms of Depressive Disorder,By State,Kansas,05/14/2020,21.2,Mild
456,Symptoms of Depressive Disorder,By State,Kentucky,05/14/2020,22.8,Mild
457,Symptoms of Depressive Disorder,By State,Louisiana,05/14/2020,26.5,Mild
458,Symptoms of Depressive Disorder,By State,Maine,05/14/2020,25.6,Mild
459,Symptoms of Depressive Disorder,By State,Maryland,05/14/2020,20.8,Mild
460,Symptoms of Depressive Disorder,By State,Massachusetts,05/14/2020,22.8,Mild
461,Symptoms of Depressive Disorder,By State,Michigan,05/14/2020,27.9,Mild
462,Symptoms of Depressive Disorder,By State,Minnesota,05/14/2020,20.0,Mild
463,Symptoms of Depressive Disorder,By State,Mississippi,05/14/2020,36.4,High
464,Symptoms of Depressive Disorder,By State,Missouri,05/14/2020,24.3,Mild
465,Symptoms of Depressive Disorder,By State,Montana,05/14/2020,21.1,Mild
466,Symptoms of Depressive Disorder,By State,Nebraska,05/14/2020,20.4,Mild
467,Symptoms of Depressive Disorder,By State,Nevada,05/14/2020,26.9,Mild
468,Symptoms of Depressive Disorder,By State,New Hampshire,05/14/2020,20.3,Mild
469,Symptoms of Depressive Disorder,By State,New Jersey,05/14/2020,26.9,Mild
470,Symptoms of Depressive Disorder,By State,New Mexico,05/14/2020,28.4,Mild
471,Symptoms of Depressive Disorder,By State,New York,05/14/2020,23.8,Mild
472,Symptoms of Depressive Disorder,By State,North Carolina,05/14/2020,22.6,Mild
473,Symptoms of Depressive Disorder,By State,North Dakota,05/14/2020,22.5,Mild
474,Symptoms of Depressive Disorder,By State,Ohio,05/14/2020,27.0,Mild
475,Symptoms of Depressive Disorder,By State,Oklahoma,05/14/2020,25.7,Mild
476,Symptoms of Depressive Disorder,By State,Oregon,05/14/2020,22.7,Mild
477,Symptoms of Depressive Disorder,By State,Pennsylvania,05/14/2020,19.8,Mild
478,Symptoms of Depressive Disorder,By State,Rhode Island,05/14/2020,18.8,Mild
479,Symptoms of Depressive Disorder,By State,South Carolina,05/14/2020,25.3,Mild
480,Symptoms of Depressive Disorder,By State,South Dakota,05/14/2020,22.7,Mild
481,Symptoms of Depressive Disorder,By State,Tennessee,05/14/2020,25.6,Mild
482,Symptoms of Depressive Disorder,By State,Texas,05/14/2020,24.9,Mild
483,Symptoms of Depressive Disorder,By State,Utah,05/14/2020,21.2,Mild
484,Symptoms of Depressive Disorder,By State,Vermont,05/14/2020,19.0,Mild
485,Symptoms of Depressive Disorder,By State,Virginia,05/14/2020,25.4,Mild
486,Symptoms of Depressive Disorder,By State,Washington,05/14/2020,23.2,Mild
487,Symptoms of Depressive Disorder,By State,West Virginia,05/14/2020,27.0,Mild
488,Symptoms of Depressive Disorder,By State,Wisconsin,05/14/2020,20.3,Mild
489,Symptoms of Depressive Disorder,By State,Wyoming,05/14/2020,20.7,Mild
490,Symptoms of Anxiety Disorder,National Estimate,United States,05/14/2020,28.2,Mild
491,Symptoms of Anxiety Disorder,By Age,18 - 29 years,05/14/2020,38.6,High
492,Symptoms of Anxiety Disorder,By Age,30 - 39 years,05/14/2020,32.2,Moderate
493,Symptoms of Anxiety Disorder,By Age,40 - 49 years,05/14/2020,30.7,Moderate
494,Symptoms of Anxiety Disorder,By Age,50 - 59 years,05/14/2020,28.4,Mild
495,Symptoms of Anxiety Disorder,By Age,60 - 69 years,05/14/2020,22.3,Mild
496,Symptoms of Anxiety Disorder,By Age,70 - 79 years,05/14/2020,13.4,Mild
497,Symptoms of Anxiety Disorder,By Age,80 years and above,05/14/2020,11.8,Mild
498,Symptoms of Anxiety Disorder,By Sex,Male,05/14/2020,24.2,Mild
499,Symptoms of Anxiety Disorder,By Sex,Female,05/14/2020,32.1,Moderate
500,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,05/14/2020,33.6,Moderate
501,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",05/14/2020,26.3,Mild
502,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",05/14/2020,32.7,Moderate
503,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",05/14/2020,23.4,Mild
504,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",05/14/2020,31.3,Moderate
505,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,05/14/2020,34.3,Moderate
506,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,05/14/2020,30.5,Moderate
507,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,05/14/2020,30.2,Moderate
508,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,05/14/2020,22.7,Mild
509,Symptoms of Anxiety Disorder,By State,Alabama,05/14/2020,20.7,Mild
510,Symptoms of Anxiety Disorder,By State,Alaska,05/14/2020,26.2,Mild
511,Symptoms of Anxiety Disorder,By State,Arizona,05/14/2020,29.0,Mild
512,Symptoms of Anxiety Disorder,By State,Arkansas,05/14/2020,28.7,Mild
513,Symptoms of Anxiety Disorder,By State,California,05/14/2020,32.3,Moderate
514,Symptoms of Anxiety Disorder,By State,Colorado,05/14/2020,27.6,Mild
515,Symptoms of Anxiety Disorder,By State,Connecticut,05/14/2020,28.7,Mild
516,Symptoms of Anxiety Disorder,By State,Delaware,05/14/2020,26.6,Mild
517,Symptoms of Anxiety Disorder,By State,District of Columbia,05/14/2020,33.3,Moderate
518,Symptoms of Anxiety Disorder,By State,Florida,05/14/2020,28.2,Mild
519,Symptoms of Anxiety Disorder,By State,Georgia,05/14/2020,27.6,Mild
520,Symptoms of Anxiety Disorder,By State,Hawaii,05/14/2020,24.1,Mild
521,Symptoms of Anxiety Disorder,By State,Idaho,05/14/2020,24.0,Mild
522,Symptoms of Anxiety Disorder,By State,Illinois,05/14/2020,28.5,Mild
523,Symptoms of Anxiety Disorder,By State,Indiana,05/14/2020,32.6,Moderate
